Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
15-09-22,SPXW220915C04150000,0.2,-22.05,0.1,0.3,444,0.3145,0.0079,0.0002,430,4150,SPXW220915P04150000,148.37,84.22,209.9,212.5,4,0.3392,-0.9918,0.0003,55
15-09-22,SPXW220915C04155000,0.2,-20.35,0.1,0.25,89,0.316,0.0072,0.0002,72,4155,SPXW220915P04155000,69.2,144.75,214.9,217.2,0,0.3245,-0.9924,0.0002,33
15-09-22,SPXW220915C04160000,0.22,-18.73,0.1,0.25,69,0.3223,0.0066,0.0002,45,4160,SPXW220915P04160000,139.55,68.55,219.9,222.2,4,0.331,-0.993,0.0002,0
15-09-22,SPXW220915C04165000,0.2,-17.15,0.05,0.25,200,0.323,0.0061,0.0002,23,4165,SPXW220915P04165000,0,0,224.9,227.3,0,0.3278,-0.9936,0.0002,0
15-09-22,SPXW220915C04170000,0.15,-15.8,0.05,0.2,45,0.3227,0.0056,0.0002,78,4170,SPXW220915P04170000,183,105,229.8,232.7,51,0.3835,-0.994,0.0002,0
15-09-22,SPXW220915C04175000,0.1,-14.45,0.05,0.2,82,0.3288,0.0052,0.0002,602,4175,SPXW220915P04175000,172.8,91.15,234.8,237.1,2,0.3283,-0.9944,0.0002,7
15-09-22,SPXW220915C04180000,0.1,-13.15,0.05,0.2,41,0.3351,0.0048,0.0001,76,4180,SPXW220915P04180000,216.81,131.41,239.8,242.1,3,0.3346,-0.9948,0.0002,0
15-09-22,SPXW220915C04185000,0.05,-12.05,0.05,0.2,58,0.3408,0.0045,0.0001,17,4185,SPXW220915P04185000,0,0,244.8,247.1,0,0.3408,-0.9951,0.0001,0
15-09-22,SPXW220915C04190000,0.1,-10.85,0,0.2,183,0.3389,0.0043,0.0001,96,4190,SPXW220915P04190000,0,0,249.8,252.1,0,0.3471,-0.9954,0.0001,0
15-09-22,SPXW220915C04195000,0,0,0,0.15,0,0.3355,0.004,0.0001,0,4195,SPXW220915P04195000,0,0,254.8,257.1,0,0.3533,-0.9956,0.0001,0
15-09-22,SPXW220915C04200000,0.15,-8.85,0,0.15,417,0.3412,0.0038,0.0001,354,4200,SPXW220915P04200000,236.32,135.17,259.8,262.1,11,0.3595,-0.9959,0.0001,67
15-09-22,SPXW220915C04205000,0,0,0,0.15,0,0.3469,0.0036,0.0001,0,4205,SPXW220915P04205000,0,0,264.8,267.1,0,0.3658,-0.9961,0.0001,0
15-09-22,SPXW220915C04210000,0.1,-7.2,0,0.15,9,0.3525,0.0034,0.0001,27,4210,SPXW220915P04210000,0,0,269.8,272.1,0,0.372,-0.9962,0.0001,0
15-09-22,SPXW220915C04215000,0.1,0.1,0,0.15,37,0.3582,0.0032,0.0001,0,4215,SPXW220915P04215000,223.12,223.12,274.8,277.1,6,0.3781,-0.9964,0.0001,0
15-09-22,SPXW220915C04220000,0.1,-5.75,0,0.15,88,0.3639,0.0031,0.0001,118,4220,SPXW220915P04220000,120.42,0,279.8,282.1,0,0.3843,-0.9966,0.0001,18
15-09-22,SPXW220915C04225000,0.1,-5.1,0,0.15,458,0.3695,0.003,0.0001,482,4225,SPXW220915P04225000,239.44,117.19,284.8,287.1,3,0.3905,-0.9967,0.0001,0
15-09-22,SPXW220915C04230000,0,0,0,0.15,0,0.3751,0.0028,0.0001,0,4230,SPXW220915P04230000,0,0,289.8,292.1,0,0.3966,-0.9968,0.0001,0
15-09-22,SPXW220915C04240000,0,0,0,0.15,0,0.3863,0.0026,0.0001,0,4240,SPXW220915P04240000,0,0,299.8,302.1,0,0.4089,-0.997,0.0001,0
15-09-22,SPXW220915C04250000,0.07,-2.805,0,0.15,290,0.3974,0.0024,0.0001,227,4250,SPXW220915P04250000,0,0,309.7,312.2,0,0.4026,-0.9972,0.0001,0
15-09-22,SPXW220915C04260000,0.07,0.07,0,0.1,27,0.3938,0.0023,0.0001,0,4260,SPXW220915P04260000,0,0,319.8,322.1,0,0.4334,-0.9974,0.0001,0
15-09-22,SPXW220915C04275000,0.05,-1.5,0,0.1,30,0.4099,0.0021,0.0001,44,4275,SPXW220915P04275000,0,0,334.8,337.3,0,0.4781,-0.9976,0.0001,0
15-09-22,SPXW220915C04300000,0.05,-0.75,0,0.1,247,0.4363,0.0018,0,814,4300,SPXW220915P04300000,369,0,359.7,362,0,0.4326,-0.9978,0,3
15-09-22,SPXW220915C04325000,0.05,-0.35,0,0.1,172,0.4625,0.0016,0,75,4325,SPXW220915P04325000,0,0,384.7,387,0,0.4623,-0.998,0,0
15-09-22,SPXW220915C04350000,0.05,-0.175,0,0.1,262,0.4884,0.0014,0,16,4350,SPXW220915P04350000,0,0,409.7,412.3,0,0.5573,-0.9982,0,0
15-09-22,SPXW220915C04375000,0,0,0,0.1,0,0.514,0.0013,0,0,4375,SPXW220915P04375000,0,0,434.7,437,0,0.5211,-0.9984,0,0
15-09-22,SPXW220915C04400000,0.05,-0.05,0,0.1,1,0.5394,0.0012,0,94,4400,SPXW220915P04400000,0,0,459.7,462.3,0,0.6168,-0.9985,0,0
15-09-22,SPXW220915C04500000,0,0,0,0.1,0,0.6383,0.0008,0,0,4500,SPXW220915P04500000,0,0,559.7,562,0,0.6649,-0.9988,0,0
15-09-22,SPXW220915C04600000,0.05,0,0,0.05,0,0.6963,0.0007,0,71,4600,SPXW220915P04600000,0,0,659.7,662.3,0,0.8468,-0.999,0,0
15-09-22,SPXW220915C04800000,0,0,0,0.05,0,0.8708,0.0004,0,0,4800,SPXW220915P04800000,0,0,859.7,862.3,0,1.0654,-0.9992,0,0
15-09-22,SPXW220915C05000000,0.05,0,0,0.05,0,1.0356,0.0003,0,20,5000,SPXW220915P05000000,0,0,1059.7,1062,0,1.2022,-0.9993,0,0
15-09-22,SPXW220915C05200000,0,0,0,0.05,0,1.192,0.0002,0,0,5200,SPXW220915P05200000,0,0,1259.6,1262.1,0,1.369,-0.9994,0,0
16-09-22,SPX220916C00200000,3704.1,0,3736.2,3739.5,0,0,0.9996,0,558,200,SPX220916P00200000,0.03,0,0,0.05,0,0,0,0,997
16-09-22,SPX220916C00400000,3441.1,0,3537,3539.7,0,0,0.9996,0,306,400,SPX220916P00400000,0.05,0,0,0.1,0,8.153,0,0,7695
16-09-22,SPX220916C00600000,3071.9,0,3337.1,3339.8,0,6.417,0.9996,0,125,600,SPX220916P00600000,0.05,0,0,0.1,0,6.6974,0,0,30656
16-09-22,SPX220916C00800000,3110.81,0,3137.1,3139.8,0,0,0.9996,0,166,800,SPX220916P00800000,0.05,0,0,0.1,0,5.6783,0,0,21643
16-09-22,SPX220916C01000000,3097.55,0,2937.2,2939.9,0,4.6734,0.9996,0,21402,1000,SPX220916P01000000,0.05,0,0,0.1,0,4.8944,0,0,25703
16-09-22,SPXW220916C01000000,2899.5,0,2936.2,2940.2,0,0,0.9996,0,110,1000,SPXW220916P01000000,0.05,0,0,0.1,0,4.6407,0,0,426
16-09-22,SPX220916C01100000,3000.72,0,2837.2,2839.8,0,0,0.9996,0,274,1100,SPX220916P01100000,0.05,0,0,0.1,0,4.5609,0,0,5759
16-09-22,SPXW220916C01100000,0,0,2836.2,2840.2,0,0,0.9996,0,48,1100,SPXW220916P01100000,0.05,0,0,0.1,0,4.324,0,0,343
16-09-22,SPX220916C01200000,2766.58,0,2737.3,2739.9,0,4.057,0.9996,0,403,1200,SPX220916P01200000,0.05,0,0,0.1,0,4.257,0,0,9621
16-09-22,SPXW220916C01200000,2717.12,0,2736.6,2740.2,0,0,0.9996,0,40,1200,SPXW220916P01200000,0.1,0,0,0.1,0,4.0359,0,0,440
16-09-22,SPX220916C01300000,0,0,2637.3,2640,0,3.969,0.9996,0,21,1300,SPX220916P01300000,0.07,0,0,0.1,0,3.9778,0,0,7134
16-09-22,SPXW220916C01300000,0,0,2636.6,2640.2,0,0,0.9996,0,11,1300,SPXW220916P01300000,0.1,0,0,0.1,0,3.7712,0,0,532
16-09-22,SPX220916C01400000,2711.1,0,2537.3,2540,0,3.5376,0.9996,0,1,1400,SPX220916P01400000,0.02,0,0,0.1,0,3.7191,0,0,4816
16-09-22,SPXW220916C01400000,2706.2,0,2534,2541.7,0,0,0.9996,0,32,1400,SPXW220916P01400000,0.03,0,0,0.1,0,3.5264,0,0,375
16-09-22,SPX220916C01500000,2293.16,0,2437.1,2440,0,0,0.9996,0,3,1500,SPX220916P01500000,0.05,0,0,0.05,0,3.325,0,0,11038
16-09-22,SPXW220916C01500000,0,0,2434,2441.7,0,0,0.9996,0,0,1500,SPXW220916P01500000,0.05,0,0,0.1,0,3.2986,0,0,201
16-09-22,SPX220916C01600000,2501.57,0,2337.3,2340,0,0,0.9996,0,4,1600,SPX220916P01600000,0.05,0,0,0.1,0,3.2542,0,0,8987
16-09-22,SPXW220916C01600000,0,0,2334,2343.1,0,0,0.9996,0,0,1600,SPXW220916P01600000,0.05,0,0,0.1,0,3.0858,0,0,838
16-09-22,SPX220916C01700000,0,0,2237.4,2240.1,0,3.0311,0.9996,0,118,1700,SPX220916P01700000,0.05,0,0,0.05,0,2.9074,-0.0001,0,7415
16-09-22,SPXW220916C01700000,2568.77,0,2234.1,2241.7,0,0,0.9996,0,3,1700,SPXW220916P01700000,0.05,0,0,0.1,0,2.8857,0,0,340
16-09-22,SPX220916C01800000,2062.6,0,2137.4,2140.1,0,2.6932,0.9996,0,310,1800,SPX220916P01800000,0.05,0,0,0.1,0,2.8442,-0.0001,0,11883
16-09-22,SPXW220916C01800000,2062.65,0,2134.1,2141.7,0,0,0.9996,0,1,1800,SPXW220916P01800000,0.05,0,0,0.1,0,2.6969,0,0,463
16-09-22,SPX220916C01900000,0,0,2037.2,2040.1,0,0,0.9996,0,2,1900,SPX220916P01900000,0.05,0,0,0.1,0,2.656,-0.0001,0,27000
16-09-22,SPXW220916C01900000,2029.94,0,2034.1,2041.8,0,0,0.9996,0,24,1900,SPXW220916P01900000,0.05,0,0,0.1,0,2.5183,0,0,256
16-09-22,SPX220916C02000000,2098,0,1937.5,1940.1,0,2.3396,0.9995,0,24767,2000,SPX220916P02000000,0.05,0,0,0.1,0,2.4771,-0.0001,0,48276
16-09-22,SPXW220916C02000000,2134.57,0,1934.2,1943.2,0,0,0.9995,0,15,2000,SPXW220916P02000000,0.05,0,0,0.1,0,2.3487,-0.0001,0,545
16-09-22,SPX220916C02100000,0,0,1837.5,1840.1,0,0,0.9995,0,2,2100,SPX220916P02100000,0.1,0,0,0.1,0,2.3068,-0.0001,0,13594
16-09-22,SPXW220916C02100000,0,0,1834.2,1841.8,0,0,0.9995,0,0,2100,SPXW220916P02100000,0.05,0,0,0.1,0,2.1872,-0.0001,0,289
16-09-22,SPX220916C02200000,0,0,1737.5,1740.2,0,2.0197,0.9995,0,0,2200,SPX220916P02200000,0.1,0,0,0.1,0,2.1441,-0.0001,0,10837
16-09-22,SPXW220916C02200000,1566.12,0,1734.2,1743.7,0,2.2474,0.9995,0,1,2200,SPXW220916P02200000,0.05,0.025,0,0.1,100,2.033,-0.0001,0,2308
16-09-22,SPX220916C02250000,0,0,1687.5,1690.2,0,1.8346,0.9995,0,0,2250,SPX220916P02250000,0.05,0,0,0.1,0,2.0655,-0.0001,0,8595
16-09-22,SPXW220916C02250000,0,0,1684.2,1693.2,0,0,0.9995,0,0,2250,SPXW220916P02250000,0.05,0.025,0,0.1,52,1.9584,-0.0001,0,366
16-09-22,SPX220916C02300000,0,0,1637.3,1640.2,0,0,0.9995,0,0,2300,SPX220916P02300000,0.05,0.025,0,0.1,4,1.9884,-0.0002,0,21692
16-09-22,SPXW220916C02300000,1435.27,0,1634.3,1641.8,0,0,0.9994,0,2,2300,SPXW220916P02300000,0.05,0,0,0.1,0,1.8854,-0.0001,0,1195
16-09-22,SPX220916C02350000,0,0,1587.5,1590.2,0,0,0.9994,0,0,2350,SPX220916P02350000,0.05,0,0,0.1,0,1.913,-0.0002,0,8897
16-09-22,SPXW220916C02350000,1583.62,0,1584.3,1591.9,0,0,0.9994,0,2,2350,SPXW220916P02350000,0.05,0.025,0,0.1,50,1.8138,-0.0002,0,2013
16-09-22,SPX220916C02400000,1627.63,0,1537.6,1540.2,0,1.7273,0.9994,0,682,2400,SPX220916P02400000,0.05,0,0,0.1,0,1.8391,-0.0002,0,14163
16-09-22,SPXW220916C02400000,1742.53,0,1534.3,1541.9,0,0,0.9994,0,18,2400,SPXW220916P02400000,0.05,0.025,0,0.1,50,1.7438,-0.0002,0,3037
16-09-22,SPX220916C02450000,0,0,1487.6,1490.2,0,1.5586,0.9994,0,0,2450,SPX220916P02450000,0.1,0,0,0.1,0,1.7666,-0.0002,0,6597
16-09-22,SPXW220916C02450000,1484.36,0,1484.3,1491.9,0,0,0.9994,0,7,2450,SPXW220916P02450000,0.1,0.075,0,0.1,9,1.675,-0.0002,0,1487
16-09-22,SPX220916C02500000,1680.38,0,1437.6,1440.3,0,1.6814,0.9994,0,15,2500,SPX220916P02500000,0.05,0.025,0,0.1,20,1.6955,-0.0003,0,37507
16-09-22,SPXW220916C02500000,1435.55,0,1434.3,1441.9,0,0,0.9993,0,8,2500,SPXW220916P02500000,0.05,0.025,0,0.1,20,1.6076,-0.0003,0,7547
16-09-22,SPX220916C02550000,0,0,1387.6,1390.3,0,1.5748,0.9993,0,59,2550,SPX220916P02550000,0.1,0.075,0,0.1,10,1.6257,-0.0003,0,6511
16-09-22,SPXW220916C02550000,0,0,1384.3,1391.9,0,0,0.9993,0,0,2550,SPXW220916P02550000,0.1,0.075,0,0.1,19,1.5414,-0.0003,0,4532
16-09-22,SPX220916C02600000,0,0,1337.6,1340.3,0,1.4578,0.9993,0,155,2600,SPX220916P02600000,0.05,0,0,0.1,0,1.5571,-0.0003,0,17313
16-09-22,SPXW220916C02600000,1323.94,-182.61,1334.4,1341.9,80,0,0.9992,0,164,2600,SPXW220916P02600000,0.1,0.075,0,0.1,99,1.4764,-0.0004,0,5316
16-09-22,SPX220916C02625000,0,0,1311.8,1316,0,0,0.9993,0,0,2625,SPX220916P02625000,0.2,0,0,0.1,0,1.5233,-0.0004,0,495
16-09-22,SPXW220916C02625000,0,0,1309.4,1318.3,0,0,0.9992,0,0,2625,SPXW220916P02625000,0.05,0.025,0,0.1,10,1.4443,-0.0004,0,320
16-09-22,SPX220916C02650000,0,0,1287.6,1290.3,0,1.3043,0.9992,0,11,2650,SPX220916P02650000,0.05,0,0,0.1,0,1.4898,-0.0004,0,8918
16-09-22,SPXW220916C02650000,0,0,1284.4,1291.9,0,0,0.9992,0,0,2650,SPXW220916P02650000,0.15,0.125,0,0.1,28,1.4125,-0.0004,0,589
16-09-22,SPX220916C02675000,1273.72,0,1261.8,1266,0,0,0.9992,0,2,2675,SPX220916P02675000,0.1,0.075,0,0.1,10,1.4565,-0.0004,0,996
16-09-22,SPXW220916C02675000,0,0,1259.4,1266.9,0,0,0.9991,0,0,2675,SPXW220916P02675000,0.15,0.125,0,0.1,18,1.381,-0.0005,0,478
16-09-22,SPX220916C02700000,1235.47,0,1237.6,1240.3,0,0,0.9992,0,3,2700,SPX220916P02700000,0.1,0.075,0,0.1,25,1.4235,-0.0004,0,9940
16-09-22,SPXW220916C02700000,1048.27,0,1234.4,1241.9,0,0,0.9991,0,2,2700,SPXW220916P02700000,0.2,0.175,0,0.15,36,1.3915,-0.0005,0,1658
16-09-22,SPX220916C02725000,0,0,1211.6,1216.1,0,0,0.9992,0,0,2725,SPX220916P02725000,0.1,0.075,0,0.1,10,1.3908,-0.0005,0,999
16-09-22,SPXW220916C02725000,0,0,1209.4,1216.9,0,0,0.999,0,0,2725,SPXW220916P02725000,0.2,0.175,0,0.15,240,1.3596,-0.0006,0,256
16-09-22,SPX220916C02750000,1199.57,0,1187.6,1190.3,0,0,0.9991,0,12,2750,SPX220916P02750000,0.1,0.075,0,0.15,30,1.4006,-0.0005,0,8605
16-09-22,SPXW220916C02750000,0,0,1184.4,1191.9,0,0,0.999,0,0,2750,SPXW220916P02750000,0.1,0.075,0,0.15,9,1.328,-0.0006,0,473
16-09-22,SPX220916C02775000,0,0,1161.6,1166.1,0,0,0.9991,0,0,2775,SPX220916P02775000,0.1,0.075,0,0.15,27,1.3676,-0.0005,0,1216
16-09-22,SPXW220916C02775000,0,0,1159.4,1167,0,0,0.999,0,0,2775,SPXW220916P02775000,0.1,0.075,0,0.15,501,1.2967,-0.0006,0,237
16-09-22,SPX220916C02800000,1056.26,0,1137.7,1140.3,0,1.2075,0.9991,0,44,2800,SPX220916P02800000,0.1,0.05,0,0.15,764,1.3348,-0.0006,0,18704
16-09-22,SPXW220916C02800000,1306.94,0,1134.4,1142,0,0,0.9989,0,32,2800,SPXW220916P02800000,0.2,0.175,0,0.15,61,1.2656,-0.0007,0,3083
16-09-22,SPX220916C02825000,0,0,1111.6,1116.1,0,0,0.999,0,0,2825,SPX220916P02825000,0.1,0.05,0,0.15,30,1.3023,-0.0006,0,3151
16-09-22,SPXW220916C02825000,0,0,1109.4,1117,0,0,0.9988,0,0,2825,SPXW220916P02825000,0.1,0.075,0,0.15,27,1.2348,-0.0008,0,386
16-09-22,SPX220916C02850000,1007.94,0,1087.7,1090.3,0,1.0685,0.999,0,15,2850,SPX220916P02850000,0.1,0.05,0,0.15,10,1.27,-0.0006,0,9982
16-09-22,SPXW220916C02850000,1050.97,0,1084.5,1092,0,0,0.9988,0,10,2850,SPXW220916P02850000,0.1,0.075,0,0.2,35,1.2322,-0.0008,0,6594
16-09-22,SPX220916C02875000,0,0,1061.6,1066.1,0,0,0.9989,0,0,2875,SPX220916P02875000,0.2,0.15,0,0.15,15,1.2379,-0.0007,0,1942
16-09-22,SPXW220916C02875000,0,0,1059.5,1067,0,0,0.9987,0,0,2875,SPXW220916P02875000,0.25,0.225,0,0.2,38,1.2012,-0.0009,0,267
16-09-22,SPX220916C02900000,1093.49,-114.51,1037.7,1040.4,2,1.1566,0.9989,0,10,2900,SPX220916P02900000,0.1,0.05,0,0.15,945,1.2061,-0.0008,0,11272
16-09-22,SPXW220916C02900000,1089.47,-116.98,1034.5,1042,80,0,0.9987,0,91,2900,SPXW220916P02900000,0.1,0.075,0.05,0.2,36,1.1923,-0.0009,0,1365
16-09-22,SPX220916C02925000,0,0,1011.9,1016.1,0,0,0.9988,0,0,2925,SPX220916P02925000,0.1,0.05,0,0.15,14,1.1746,-0.0008,0,3468
16-09-22,SPXW220916C02925000,0,0,1009.5,1017,0,0,0.9986,0,0,2925,SPXW220916P02925000,0.05,0,0.05,0.2,0,1.1613,-0.001,0,1301
16-09-22,SPX220916C02950000,1024.47,0,987.7,990.4,0,1.0687,0.9988,0,38,2950,SPX220916P02950000,0.1,0.05,0,0.15,20,1.1432,-0.0009,0,3103
16-09-22,SPXW220916C02950000,1039.59,-117.16,984.5,992,80,0,0.9985,0,81,2950,SPXW220916P02950000,0.05,0,0.05,0.2,0,1.1304,-0.0011,0,1245
16-09-22,SPX220916C02975000,0,0,961.7,966.1,0,0,0.9987,0,2,2975,SPX220916P02975000,0.3,0,0,0.15,0,1.1123,-0.0009,0,2736
16-09-22,SPXW220916C02975000,0,0,959.5,967,0,0,0.9984,0,0,2975,SPXW220916P02975000,0.2,0.175,0.05,0.2,25,1.0998,-0.0012,0,450
16-09-22,SPX220916C02990000,912.19,0,946.7,951.2,0,0,0.9986,0,1,2990,SPX220916P02990000,0.2,0,0,0.15,0,1.0935,-0.001,0,1165
16-09-22,SPXW220916C02990000,0,0,944.5,952,0,0,0.9984,0,0,2990,SPXW220916P02990000,0.2,0.175,0.05,0.2,25,1.0815,-0.0012,0,503
16-09-22,SPX220916C03000000,1108.69,0,937.7,940.3,0,0,0.9986,0,21011,3000,SPX220916P03000000,0.2,0.175,0,0.2,256,1.1068,-0.001,0,48915
16-09-22,SPXW220916C03000000,984.52,0,934.5,942,0,0,0.9983,0,31,3000,SPXW220916P03000000,0.35,0.325,0.05,0.2,87,1.0694,-0.0013,0,6047
16-09-22,SPX220916C03010000,1121.08,0,926.7,931.2,0,0,0.9986,0,1,3010,SPX220916P03010000,0.3,0,0,0.2,0,1.0943,-0.001,0,493
16-09-22,SPXW220916C03010000,1287.8,0,924.5,932,0,0,0.9983,0,10,3010,SPXW220916P03010000,0.08,0.03,0.05,0.2,7,1.0573,-0.0013,0,223
16-09-22,SPX220916C03020000,0,0,916.7,921.2,0,0,0.9986,0,0,3020,SPX220916P03020000,0.1,0.05,0,0.2,52,1.0818,-0.0011,0,730
16-09-22,SPXW220916C03020000,0,0,914.5,922,0,0,0.9982,0,0,3020,SPXW220916P03020000,0.85,0,0.05,0.2,0,1.0452,-0.0014,0,203
16-09-22,SPX220916C03025000,985.9,0,911.7,916.2,0,0,0.9985,0,1,3025,SPX220916P03025000,0.1,0.05,0,0.2,5,1.0755,-0.0011,0,4817
16-09-22,SPXW220916C03025000,0,0,909.5,917,0,0,0.9982,0,0,3025,SPXW220916P03025000,0.13,0.08,0.05,0.2,1,1.0392,-0.0014,0,667
16-09-22,SPX220916C03030000,0,0,906.7,911.2,0,0,0.9985,0,0,3030,SPX220916P03030000,0.2,0,0,0.2,0,1.0693,-0.0011,0,222
16-09-22,SPXW220916C03030000,0,0,904.5,912,0,0,0.9982,0,0,3030,SPXW220916P03030000,0.9,0,0.05,0.2,0,1.0332,-0.0014,0,270
16-09-22,SPX220916C03040000,0,0,896.7,901,0,0,0.9985,0,0,3040,SPX220916P03040000,0.2,0,0,0.2,0,1.0568,-0.0012,0,1322
16-09-22,SPXW220916C03040000,831.4,0,894.5,902,0,0,0.9981,0,2,3040,SPXW220916P03040000,0.65,0,0.05,0.25,0,1.0376,-0.0015,0,470
16-09-22,SPX220916C03050000,1103.5,0,887.8,890.4,0,0.9957,0.9984,0,7,3050,SPX220916P03050000,0.1,0.05,0,0.2,525,1.0444,-0.0012,0,13071
16-09-22,SPXW220916C03050000,0,0,884.6,892,0,0,0.9981,0,0,3050,SPXW220916P03050000,0.13,0.08,0.05,0.25,7,1.0255,-0.0015,0,875
16-09-22,SPX220916C03060000,0,0,876.7,881.2,0,0,0.9984,0,0,3060,SPX220916P03060000,0.1,0.05,0,0.2,10,1.032,-0.0012,0,936
16-09-22,SPXW220916C03060000,0,0,874.6,883.5,0,0.9129,0.998,0,0,3060,SPXW220916P03060000,0.15,0.1,0.05,0.25,28,1.0134,-0.0016,0,156
16-09-22,SPX220916C03070000,0,0,866.7,871.2,0,0,0.9984,0,0,3070,SPX220916P03070000,0.05,0,0,0.2,0,1.0196,-0.0013,0,326
16-09-22,SPXW220916C03070000,0,0,864.6,872.1,0,0,0.998,0,0,3070,SPXW220916P03070000,1,0,0.05,0.25,0,1.0013,-0.0016,0,265
16-09-22,SPX220916C03075000,0,0,861.7,866.2,0,0,0.9983,0,22,3075,SPX220916P03075000,0.25,0.2,0,0.2,12,1.0134,-0.0013,0,3306
16-09-22,SPXW220916C03075000,792.5,0,859.6,867.1,0,0,0.998,0,2,3075,SPXW220916P03075000,0.5,0,0.05,0.25,0,0.9952,-0.0016,0,1053
16-09-22,SPX220916C03080000,0,0,856.7,861.2,0,0,0.9983,0,0,3080,SPX220916P03080000,0.1,0.05,0,0.2,10,1.0073,-0.0013,0,370
16-09-22,SPXW220916C03080000,0,0,854.6,862.1,0,0,0.9979,0,0,3080,SPXW220916P03080000,0.05,0,0.05,0.25,0,0.9892,-0.0017,0,145
16-09-22,SPX220916C03090000,0,0,846.7,851.2,0,0,0.9983,0,0,3090,SPX220916P03090000,0.15,0,0,0.2,0,0.995,-0.0014,0,506
16-09-22,SPXW220916C03090000,0,0,844.6,852.1,0,0,0.9979,0,0,3090,SPXW220916P03090000,0.1,0,0.1,0.25,0,0.9909,-0.0017,0,6258
16-09-22,SPX220916C03100000,884.44,0,837.8,840.4,0,0.918,0.9982,0,10,3100,SPX220916P03100000,0.1,0.05,0,0.2,1178,0.9827,-0.0014,0,24794
16-09-22,SPXW220916C03100000,0,0,834.6,842.1,0,0,0.9978,0,0,3100,SPXW220916P03100000,0.5,0.45,0.1,0.25,43,0.9788,-0.0018,0,5448
16-09-22,SPX220916C03110000,0,0,826.8,831.2,0,0,0.9982,0,0,3110,SPX220916P03110000,0.85,0,0,0.2,0,0.9705,-0.0015,0,1267
16-09-22,SPXW220916C03110000,831.96,0,824.6,832.1,0,0,0.9977,0,1,3110,SPXW220916P03110000,0.15,0.075,0.1,0.25,26,0.9666,-0.0018,0,336
16-09-22,SPX220916C03120000,0,0,817,821.2,0,0.8865,0.9981,0,0,3120,SPX220916P03120000,0.73,0,0,0.25,0,0.9769,-0.0015,0,319
16-09-22,SPXW220916C03120000,0,0,814.6,823.5,0,0.8152,0.9977,0,0,3120,SPXW220916P03120000,0.42,0.345,0.1,0.25,212,0.9546,-0.0019,0,150
16-09-22,SPX220916C03125000,0,0,811.8,816.2,0,0,0.9981,0,20,3125,SPX220916P03125000,0.1,0.05,0,0.25,610,0.9707,-0.0016,0,3313
16-09-22,SPXW220916C03125000,0,0,809.6,817.1,0,0,0.9976,0,0,3125,SPXW220916P03125000,0.4,0,0.1,0.25,0,0.9485,-0.002,0,1735
16-09-22,SPX220916C03130000,0,0,807,811.2,0,0.8706,0.9981,0,0,3130,SPX220916P03130000,0.4,0.35,0,0.25,211,0.9645,-0.0016,0,1236
16-09-22,SPXW220916C03130000,0,0,804.6,812.1,0,0,0.9976,0,0,3130,SPXW220916P03130000,0.22,0.145,0.1,0.25,1,0.9425,-0.002,0,299
16-09-22,SPX220916C03140000,0,0,797,801.2,0,0.8546,0.998,0,0,3140,SPX220916P03140000,0.45,0.4,0,0.25,217,0.9521,-0.0016,0,1025
16-09-22,SPXW220916C03140000,0,0,794.6,802.1,0,0,0.9975,0,0,3140,SPXW220916P03140000,0.25,0.175,0.1,0.25,4,0.9305,-0.002,0,5972
16-09-22,SPX220916C03150000,734.1,0,787.8,790.5,0,0.9048,0.9979,0,20,3150,SPX220916P03150000,0.1,0.05,0,0.25,27,0.9398,-0.0017,0,8861
16-09-22,SPXW220916C03150000,0,0,784.6,792.1,0,0,0.9975,0,0,3150,SPXW220916P03150000,0.2,0.1,0.1,0.25,94,0.9185,-0.0021,0,7220
16-09-22,SPX220916C03160000,0,0,776.8,781.2,0,0,0.9979,0,0,3160,SPX220916P03160000,0.1,0.05,0,0.25,10,0.9275,-0.0018,0,326
16-09-22,SPXW220916C03160000,0,0,774.7,782.1,0,0,0.9974,0,0,3160,SPXW220916P03160000,0.2,0.1,0.1,0.3,60,0.9179,-0.0022,0,176
16-09-22,SPX220916C03170000,0,0,766.8,771.2,0,0,0.9978,0,0,3170,SPX220916P03170000,0.1,0.05,0,0.25,20,0.9152,-0.0018,0,323
16-09-22,SPXW220916C03170000,0,0,764.7,772.1,0,0,0.9973,0,0,3170,SPXW220916P03170000,0.4,0,0.1,0.3,0,0.9058,-0.0023,0,260
16-09-22,SPX220916C03175000,0,0,761.8,766.2,0,0,0.9978,0,0,3175,SPX220916P03175000,0.35,0.3,0,0.25,1500,0.9091,-0.0019,0,6970
16-09-22,SPXW220916C03175000,686.25,0,759.7,767.1,0,0,0.9973,0,4,3175,SPXW220916P03175000,0.2,0.1,0.1,0.3,2,0.8998,-0.0023,0,4429
16-09-22,SPX220916C03180000,0,0,756.8,761.2,0,0,0.9977,0,0,3180,SPX220916P03180000,0.05,0,0,0.25,0,0.903,-0.0019,0,500
16-09-22,SPXW220916C03180000,697.9,0,754.7,762.1,0,0,0.9972,0,2,3180,SPXW220916P03180000,0.15,0.05,0.1,0.3,25,0.8938,-0.0024,0,237
16-09-22,SPX220916C03190000,0,0,746.8,751.3,0,0,0.9977,0,0,3190,SPX220916P03190000,0.1,0,0,0.25,0,0.8908,-0.002,0,517
